custody_status,marital_status,rec_supervision_level,rec_supervision_level_text,score_text,type_of_assessment,raw_score,decile_score,person_id
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,13,1,4307
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4308
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,15,1,4309
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,19,3,4310
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,21,4,4311
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,4312
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,21,4,4313
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,20,3,4314
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,19,3,4315
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,30,8,4316
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,4317
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,17,2,4318
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,23,5,4319
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,31,9,4320
Jail Inmate,Married,2,Medium,Low,Risk of Failure to Appear,15,1,4321
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,17,2,4322
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,4323
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,13,1,4324
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4325
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,17,2,4326
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4327
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,17,2,4328
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,21,4,4329
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,27,7,4330
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,34,10,4331
Pretrial Defendant,Divorced,2,Medium,Medium,Risk of Failure to Appear,27,7,4332
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,4333
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,26,7,4334
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,22,5,4335
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,4336
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,4337
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,14,1,4338
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,33,9,4339
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,4340
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,18,3,4341
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,13,1,4342
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,4343
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,16,2,4344
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,11,1,4345
Jail Inmate,Separated,1,Low,High,Risk of Failure to Appear,31,9,4346
Pretrial Defendant,Married,1,Low,Low,Risk of Failure to Appear,12,1,4347
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,18,3,4348
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,23,5,4349
Jail Inmate,Divorced,3,Medium with Override Consideration,High,Risk of Failure to Appear,34,10,4350
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,28,8,4351
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,4352
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,4353
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,4353
Pretrial Defendant,Separated,1,Low,Low,Risk of Failure to Appear,21,4,4354
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,27,7,4355
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4356
Pretrial Defendant,Married,2,Medium,High,Risk of Failure to Appear,28,8,4357
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,11,1,4358
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,4359
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,4360
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,16,2,4361
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,4362
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4363
Pretrial Defendant,Separated,1,Low,Low,Risk of Failure to Appear,12,1,4364
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,26,7,4365
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,4366
Pretrial Defendant,Single,2,Medium,High,Risk of Failure to Appear,31,9,4367
Pretrial Defendant,Single,2,Medium,High,Risk of Failure to Appear,30,9,4367
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,4368
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,4369
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,18,3,4370
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,24,6,4371
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,12,1,4372
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,14,1,4372
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,4373
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4374
Jail Inmate,Separated,1,Low,Low,Risk of Failure to Appear,20,3,4375
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,20,4,4376
Pretrial Defendant,Single,4,High,Low,Risk of Failure to Appear,19,3,4377
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,4378
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,12,1,4379
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,21,4,4380
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,14,1,4381
Jail Inmate,Single,2,Medium,High,Risk of Failure to Appear,28,8,4382
Jail Inmate,Single,2,Medium,High,Risk of Failure to Appear,29,8,4383
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,33,9,4384
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,13,1,4385
Pretrial Defendant,Single,4,High,Low,Risk of Failure to Appear,19,3,4386
Pretrial Defendant,Single,4,High,Low,Risk of Failure to Appear,17,2,4386
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,28,7,4387
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,13,1,4388
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,15,1,4388
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,17,2,4389
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4390
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4391
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,11,1,4392
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,11,1,4393
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,15,1,4394
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4395
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,18,3,4396
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,18,3,4396
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,4397
Pretrial Defendant,Single,4,High,Low,Risk of Failure to Appear,16,2,4398
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4399
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4400
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,18,3,4401
Jail Inmate,Divorced,1,Low,Medium,Risk of Failure to Appear,25,6,4402
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,18,3,4403
Jail Inmate,Unknown,3,Medium with Override Consideration,Low,Risk of Failure to Appear,17,2,4404
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,26,7,4405
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,25,6,4406
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,13,1,4407
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,11,1,4408
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,29,8,4409
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,19,3,4410
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,4411
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,16,2,4412
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,24,6,4413
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,16,2,4414
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,17,2,4414
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,4415
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,19,3,4416
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,4417
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,20,4,4417
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,26,7,4418
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,11,1,4419
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,16,2,4420
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,23,6,4421
Jail Inmate,Married,3,Medium with Override Consideration,Low,Risk of Failure to Appear,17,2,4422
Pretrial Defendant,Divorced,1,Low,Low,Risk of Failure to Appear,19,3,4423
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,4424
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,15,1,4425
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,15,1,4426
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,4427
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,24,6,4428
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4429
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,4430
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,17,2,4431
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,14,1,4432
Pretrial Defendant,Married,1,Low,Low,Risk of Failure to Appear,18,3,4433
Jail Inmate,Single,2,Medium,High,Risk of Failure to Appear,29,8,4434
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4435
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,17,2,4436
Pretrial Defendant,Single,4,High,Medium,Risk of Failure to Appear,25,5,4436
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,4437
Pretrial Defendant,Divorced,1,Low,Low,Risk of Failure to Appear,15,1,4438
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,20,4,4439
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4440
Pretrial Defendant,Married,1,Low,Low,Risk of Failure to Appear,16,2,4441
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,4442
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,4443
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,29,9,4444
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,11,1,4445
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,25,6,4446
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,4447
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,4448
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,4449
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,4450
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4451
Jail Inmate,Married,3,Medium with Override Consideration,Low,Risk of Failure to Appear,20,3,4452
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,27,7,4453
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,22,5,4454
Probation,Single,1,Low,Low,Risk of Failure to Appear,16,2,4455
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,13,1,4456
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,22,5,4457
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,4458
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,12,1,4459
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,4460
Jail Inmate,Widowed,1,Low,Low,Risk of Failure to Appear,19,3,4461
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,21,4,4462
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,4463
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4464
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4465
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,25,7,4466
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,4467
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,23,5,4468
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,16,2,4469
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,25,6,4470
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,4471
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,22,5,4472
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,4473
Pretrial Defendant,Single,4,High,Medium,Risk of Failure to Appear,25,6,4474
Pretrial Defendant,Single,4,High,High,Risk of Failure to Appear,36,10,4474
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,13,1,4475
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,24,6,4476
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,4477
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,24,6,4478
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,13,1,4479
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,20,3,4480
Pretrial Defendant,Single,2,Medium,High,Risk of Failure to Appear,31,9,4481
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,15,1,4482
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,21,4,4483
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,18,3,4484
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,4485
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,21,4,4486
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,4487
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,22,5,4488
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,4489
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4490
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,4491
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,19,3,4491
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,11,1,4492
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,28,8,4493
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,31,8,4493
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4494
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,16,2,4495
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4496
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,18,3,4497
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,18,3,4498
Jail Inmate,Single,1,Low,High,Risk of Failure to Appear,30,8,4499
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,22,5,4500
Pretrial Defendant,Single,4,High,Low,Risk of Failure to Appear,17,2,4501
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,1,4502
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,15,1,4503
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,17,2,4504
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,15,1,4505
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,22,5,4506
Jail Inmate,Unknown,1,Low,Low,Risk of Failure to Appear,16,2,4507
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,20,4,4508
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,20,3,4509
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,13,1,4509
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,4510
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,15,1,4511
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,13,1,4512
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,11,1,4513
Jail Inmate,Married,2,Medium,Low,Risk of Failure to Appear,20,3,4514
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,49,10,4515
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,4516
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,25,7,4517
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4518
Pretrial Defendant,Married,1,Low,Low,Risk of Failure to Appear,19,3,4519
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,4520
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,17,2,4520
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,4521
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,4522
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,13,1,4523
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,13,1,4524
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,3,4525
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,16,2,4526
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,4527
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,4528
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4529
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4530
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,11,1,4531
Jail Inmate,Married,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,23,5,4532
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,21,4,4533
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,4534
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,4535
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,20,4,4536
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,4536
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,19,3,4537
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,22,5,4538
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,11,1,4539
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,20,3,4540
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,16,2,4541
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,22,5,4542
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,4543
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,15,1,4544
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,4544
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,23,5,4545
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,14,1,4546
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,17,2,4547
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,4548
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,20,4,4549
Jail Inmate,Significant Other,3,Medium with Override Consideration,High,Risk of Failure to Appear,30,8,4550
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,4551
