person_id,sex,race,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_charge_desc,is_violent_recid,num_vr_cases,vr_case_number,vr_charge_degree,vr_charge_desc
1670,Male,African-American,(F3),Unauth Poss ID Card or DL,1,2,(M1),Battery,1,,14001386CF10A,(F1),Aggrav Child Abuse-Causes Harm
1671,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1672,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1673,Male,Caucasian,(M2),Criminal Mischief Damage <$200,1,2,(M2),Petit Theft,1,,14011195MM10A,(M1),Assault On Law Enforc Officer
1674,Male,African-American,(F1),Robbery W/Firearm,0,,,,0,,,,
1676,Female,Caucasian,(M1),Resist Officer w/Violence,0,,,,0,,,,
1677,Female,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
1678,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
1679,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1680,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
1681,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
1682,Male,Caucasian,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
1683,Female,African-American,(M2),Operating W/O Valid License,1,3,(M1),Petit Theft $100- $300,1,,15001791CF10A,(F3),Child Abuse
1684,Female,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
1685,Male,Hispanic,(F3),Felony Battery,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1686,Female,African-American,(F3),arrest case no charge,1,1,(M2),Operating W/O Valid License,1,,16000543MM10A,(M1),Battery
1687,Female,African-American,(M1),DUI Property Damage/Injury,0,,,,0,,,,
1688,Male,African-American,(M2),Lve/Scen/Acc/Veh/Prop/Damage,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1689,Male,Caucasian,(M2),Operating W/O Valid License,1,1,(M2),Operating W/O Valid License,0,,,,
1690,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
1691,Male,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,0,,,,0,,,,
1692,Male,Caucasian,(M1),Viol Pretrial Release Dom Viol,0,,,,0,,,,
1693,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1694,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1695,Male,African-American,(MO3),Trespass,0,,,,0,,,,
1696,Female,Hispanic,(F3),Felony Battery w/Prior Convict,0,,,,0,,,,
1697,Male,Other,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
1698,Female,Caucasian,(M2),Disorderly Conduct,0,,,,0,,,,
1699,Female,Caucasian,(F3),Tamper With Witness/Victim/CI,0,,,,0,,,,
1700,Male,African-American,(M1),Resist/Obstruct W/O Violence,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1701,Male,African-American,(F3),arrest case no charge,1,3,(M1),Resist/Obstruct W/O Violence,0,,,,
1702,Male,African-American,(F3),Driving While License Revoked,1,4,(M1),Unlaw Pos of Prson ID of another,0,,,,
1703,Male,Caucasian,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
1704,Female,Caucasian,(M1),Battery,1,1,(MO3),Disorderly Conduct,0,,,,
1705,Male,African-American,(F5),arrest case no charge,0,,,,0,,,,
1706,Male,African-American,(M1),Battery,1,1,(M1),Battery,1,,14011982MM10A,(M1),Battery
1707,Male,African-American,(F3),Poss Unlaw Issue Driver Licenc,0,,,,0,,,,
1708,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
1709,Male,African-American,(M1),Battery,1,1,(M1),Viol Pretrial Release Dom Viol,0,,,,
1710,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,1,2,(F3),Grand Theft in the 3rd Degree,0,,,,
1711,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1713,Male,African-American,(M1),Battery,0,,,,0,,,,
1714,Male,Caucasian,(F3),Resist Officer w/Violence,0,,,,0,,,,
1715,Male,African-American,(F3),Felony Battery,1,1,(M1),Viol Prot Injunc Repeat Viol,1,,15006683MM10A,(M1),Battery
1716,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
1717,Male,African-American,(F3),Driving While License Revoked,1,1,(M1),Opert With Susp DL 2nd Offens,0,,,,
1718,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(F3),Aggravated Assault W/Dead Weap,1,,13014216CF10A,(F3),Aggravated Assault W/Dead Weap
1719,Male,African-American,(F3),Felony Driving While Lic Suspd,1,1,(M2),DWLS Canceled Disqul 1st Off,0,,,,
1722,Male,African-American,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
1723,Female,African-American,(F3),Felony Petit Theft,0,,,,0,,,,
1724,Male,Caucasian,(F1),arrest case no charge,1,1,(M2),Unlaw LicTag/Sticker Attach,1,,15009771MO10A,(MO3),Battery
1725,Female,Hispanic,(F3),Grand Theft in the 3rd Degree,1,1,(M2),Driving License Suspended,0,,,,
1726,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1727,Female,African-American,(F3),Uttering a Forged Instrument,0,,,,0,,,,
1728,Male,Caucasian,(M2),Petit Theft,1,4,(F3),False Ownership Info/Pawn Item,0,,,,
1729,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,1,(M2),Leave Acc/Attend Veh/More $50,0,,,,
1730,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
1731,Male,Caucasian,(F3),Possession of Hydromorphone,0,,,,0,,,,
1732,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
1733,Female,Caucasian,(M1),Theft/To Deprive,0,,,,0,,,,
1734,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1735,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1736,Female,African-American,(F3),Retail Theft $300 1st Offense,0,,,,0,,,,
1737,Female,African-American,(F3),Crim Use of Personal ID Info,0,,,,0,,,,
1738,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
1739,Male,African-American,(F3),Uttering a Forged Instrument,0,,,,0,,,,
1741,Male,African-American,(F3),Uttering a Forged Instrument,1,3,(M1),Resist/Obstruct W/O Violence,0,,,,
1742,Male,Other,(M2),Burglary Dwelling Occupied,1,1,(M2),Operating W/O Valid License,0,,,,
1743,Female,African-American,(M1),Battery,0,,,,0,,,,
1745,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
1746,Male,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,1,1,(M2),Operating W/O Valid License,0,,,,
1747,Male,Caucasian,(M1),Resist/Obstruct W/O Violence,0,,,,0,,,,
1749,Female,Caucasian,(M2),Lve/Scen/Acc/Veh/Prop/Damage,0,,,,0,,,,
1750,Male,Caucasian,(F3),arrest case no charge,1,2,(F3),Possession of Ethylone,0,,,,
1751,Male,African-American,(M1),DUI - Enhanced,0,,,,0,,,,
1752,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1753,Female,Other,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1754,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1755,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1756,Female,Caucasian,(F3),arrest case no charge,1,1,(M1),Battery,1,,14012699MM10A,(M1),Battery
1757,Male,Caucasian,(M2),Driving Under The Influence,0,,,,0,,,,
1758,Male,African-American,(M1),Battery,0,,,,0,,,,
1759,Male,Caucasian,(M2),Driving License Suspended,1,1,(F3),Robbery Sudd Snatch No Weapon,1,,14003946CF10A,(F3),Robbery Sudd Snatch No Weapon
1760,Male,Caucasian,(F3),Felony Driving While Lic Suspd,1,7,(M1),Unlaw Use False Name/Identity,0,,,,
1761,Male,Caucasian,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
1762,Female,Caucasian,(F2),Burglary Dwelling Occupied,0,,,,0,,,,
1764,Female,Caucasian,(MO3),Intoxicated/Safety Of Another,0,,,,0,,,,
1765,Male,African-American,(MO3),Gambling/Gamb Paraphernalia,0,,,,0,,,,
1766,Female,Hispanic,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
1768,Male,African-American,(F3),Neglect/Abuse Elderly Person,0,,,,0,,,,
1769,Female,Caucasian,(F3),Resist Officer w/Violence,0,,,,0,,,,
1770,Male,African-American,(F1),Traffick Amphetamine 28g><200g,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1771,Male,Hispanic,(F2),Burglary Unoccupied Dwelling,1,2,(F1),Traffick Oxycodone 14-25 grams,0,,,,
1772,Male,Hispanic,(F1),arrest case no charge,1,12,(F1),Conspire Traffic Illegal Drugs,0,,,,
1774,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1776,Male,African-American,(F2),Burglary Unoccupied Dwelling,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
1777,Female,African-American,(F3),Grand Theft In The 3Rd Degree,1,1,(M1),Battery,1,,15009884MM10A,(M1),Battery
1778,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
1779,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1780,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
1781,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,0,,,,0,,,,
1782,Male,African-American,(M1),Viol Injunction Protect Dom Vi,0,,,,0,,,,
1783,Male,Hispanic,(F3),Uttering a Forged Instrument,0,,,,0,,,,
1784,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
1785,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
1786,Male,African-American,(MO3),Poss Of Controlled Substance,1,1,(M1),Resist/Obstruct W/O Violence,0,,,,
1787,Male,African-American,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
1788,Male,Hispanic,(F3),Burglary Conveyance Unoccup,1,4,(M1),Trespass Struct/Convey Occupy,0,,,,
1790,Male,Caucasian,(M2),Battery,0,,,,0,,,,
1792,Male,Native American,(F7),Burglary Conveyance Assault/Bat,1,1,(F3),Neglect Child / No Bodily Harm,1,,15007467CF10A,(F2),Neglect Child / Bodily Harm
1793,Female,Caucasian,(F3),Battery on a Person Over 65,0,,,,0,,,,
1794,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
1795,Female,Hispanic,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1796,Male,African-American,(F3),Burglary Conveyance Unoccup,1,1,(M2),Petit Theft,0,,,,
1797,Female,African-American,(F3),Grand Theft (Motor Vehicle),1,2,(M1),Misuse Of Wireless 911 System,1,,15006946MM10A,(M1),Battery
1798,Male,African-American,(F3),arrest case no charge,1,1,(M1),Resist/Obstruct W/O Violence,1,,15007322CF10A,(F3),Aggravated Assault W/Dead Weap
1799,Female,African-American,(F1),Traff In Cocaine <400g>150 Kil,0,,,,0,,,,
1800,Male,African-American,(M2),Assault,0,,,,0,,,,
1801,Female,African-American,(M1),Battery,0,,,,0,,,,
1802,Male,African-American,(F1),arrest case no charge,0,,,,0,,,,
1803,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1804,Male,African-American,(M1),Battery,0,,,,0,,,,
1805,Male,African-American,(F2),Robbery / No Weapon,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1806,Female,Caucasian,(F3),Criminal Mischief,1,3,(M1),Trespass Other Struct/Convey,0,,,,
1808,Male,Other,(M1),Battery,0,,,,0,,,,
1809,Male,Other,(M1),Battery,1,1,(M2),Petit Theft,1,,14013733CF10A,(F2),Robbery / No Weapon
1810,Male,Hispanic,(M2),Battery,0,,,,0,,,,
1812,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1813,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
1814,Male,Caucasian,(F3),Possession Of Methamphetamine,0,,,,0,,,,
1815,Male,Native American,(M2),Driving License Suspended,0,,,,0,,,,
1816,Female,Caucasian,(F3),Possession of Cocaine,1,1,(MO3),Loiter Solicit Act Prostitute,0,,,,
1817,Female,African-American,(F3),arrest case no charge,1,1,(M2),Petit Theft,0,,,,
1818,Male,Other,(M1),Battery,0,,,,0,,,,
1819,Male,Other,(F3),Possession of Cannabis,0,,,,0,,,,
1820,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
1821,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1822,Male,Caucasian,(F3),Possession of Cocaine,1,1,(F3),,0,,,,
1823,Male,Hispanic,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
1824,Male,African-American,(F2),Strong Armed  Robbery,0,,,,0,,,,
1826,Male,Caucasian,(M2),Driving License Suspended,0,,,,0,,,,
1827,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
1828,Male,Other,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
1829,Female,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
1830,Male,African-American,(M1),Battery,1,3,(M1),Resist/Obstruct W/O Violence,1,,14014114CF10A,(F3),Aggravated Assault W/Dead Weap
1831,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1832,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1833,Male,Asian,(F3),Unauth Poss ID Card or DL,0,,,,0,,,,
1834,Male,Caucasian,(F3),Del of JWH-250 2-Methox 1-Pentyl,0,,,,0,,,,
1835,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
1836,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1838,Male,Other,(M1),Battery,0,,,,0,,,,
1839,Male,African-American,(F3),Resist Officer w/Violence,0,,,,0,,,,
1840,Female,Caucasian,(F3),Purchasing Of Alprazolam,0,,,,0,,,,
1841,Female,Caucasian,(M2),Driving Under The Influence,0,,,,0,,,,
1842,Male,African-American,(F1),arrest case no charge,0,,,,0,,,,
1843,Male,Hispanic,(M1),Battery,1,3,(M2),Fail Register Vehicle,0,,,,
1844,Male,Caucasian,(F3),Felony DUI (level 3),1,1,(M1),Petit Theft $100- $300,0,,,,
1846,Male,African-American,(F7),arrest case no charge,0,,,,0,,,,
1847,Male,African-American,(M2),Leaving Acc/Unattended Veh,0,,,,0,,,,
1848,Male,Caucasian,(F3),Unauthorized Interf w/Railroad,1,3,(M2),Susp Drivers Lic 1st Offense,0,,,,
1849,Male,African-American,(F3),arrest case no charge,1,2,(M2),Susp Drivers Lic 1st Offense,0,,,,
1850,Male,African-American,(F3),arrest case no charge,1,1,(M1),Battery,1,,15003548MM10A,(M1),Battery
1851,Male,Caucasian,(M2),Leaving Acc/Unattended Veh,0,,,,0,,,,
1852,Male,African-American,(F3),Aggravated Assault W/Dead Weap,1,1,(M2),Poss Of RX Without RX,1,,15016452CF10A,(F2),Aggravated Battery
1853,Male,Caucasian,(F3),Aggravated Assault W/dead Weap,0,,,,0,,,,
1854,Male,African-American,(F3),Manufacture Cannabis,0,,,,0,,,,
1855,Female,Caucasian,(F3),Possession of Ethylone,0,,,,0,,,,
1856,Male,Caucasian,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
1857,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1858,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1859,Female,African-American,(M1),Battery,1,1,(M1),Possess Cannabis/20 Grams Or Less,1,,15010338CF10A,(F3),Battery on Law Enforc Officer
1860,Male,Caucasian,(F3),Possession of Cannabis,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1861,Male,African-American,(F3),Possession of Cocaine,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
1862,Male,African-American,(M1),Aggravated Battery,1,1,(M2),DWLS Canceled Disqul 1st Off,0,,,,
1863,Male,African-American,(F3),Possession of Cocaine,1,1,(M2),Solicit ProstitutionViolation,0,,,,
1864,Male,African-American,(M1),arrest case no charge,0,,,,0,,,,
1865,Male,Caucasian,(F3),False Imprisonment,0,,,,0,,,,
1866,Male,Hispanic,(M1),Battery,0,,,,0,,,,
1867,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1868,Male,African-American,(M1),Battery,0,,,,0,,,,
1869,Male,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
1870,Male,African-American,(F3),Carrying Concealed Firearm,0,,,,0,,,,
1871,Female,African-American,(F3),Battery on Law Enforc Officer,1,1,(M1),Resist/Obstruct W/O Violence,0,,,,
1872,Male,African-American,(M1),Battery,0,,,,0,,,,
1873,Female,Caucasian,(F3),Possession Of Lorazepam,0,,,,0,,,,
1874,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1875,Male,Caucasian,(M1),Restraining Order Dating Viol,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
1876,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1877,Male,African-American,(M1),arrest case no charge,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1878,Male,African-American,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
1879,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
1880,Male,Other,(F3),Driving While License Revoked,1,2,(F3),Driving While License Revoked,1,,14001059CF10A,(F2),Agg Fleeing/Eluding High Speed
1881,Female,African-American,(M1),Battery,1,2,(M1),Battery,1,,13013716CF10A,(F2),Agg Battery Grt/Bod/Harm
1882,Male,African-American,(F3),arrest case no charge,1,2,(F3),Possession Of Lorazepam,1,,14003873CF10A,(F3),Agg Fleeing and Eluding
1883,Male,Hispanic,(M1),Solic to Commit Battery,0,,,,0,,,,
1884,Male,Other,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
1885,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
1886,Male,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
1887,Male,African-American,(M1),Battery,0,,,,0,,,,
1888,Male,African-American,(M1),Battery,0,,,,0,,,,
1889,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1890,Male,African-American,(M1),Battery,1,1,(M1),Viol Injunction Protect Dom Vi,0,,,,
1891,Male,African-American,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
1893,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1894,Male,African-American,(M1),Battery,1,1,(M2),Petit Theft,0,,,,
1895,Male,African-American,(F1),Carjacking with a Firearm,1,1,(F2),Poss Wep Conv Felon,1,,15014881CF10A,(F2),Attempted Robbery Firearm
1897,Male,Caucasian,(F3),Deliver Cannabis,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1898,Female,Caucasian,(F3),Possession of Oxycodone,0,,,,0,,,,
1899,Male,Hispanic,(M1),Battery,0,,,,0,,,,
1900,Male,Caucasian,(F7),arrest case no charge,1,1,(M1),Battery,1,,13012890MM10A,(M1),Battery
1901,Female,Caucasian,(F3),Possession of Cocaine,1,1,(F3),Possession of Cocaine,0,,,,
1902,Female,Caucasian,(M2),arrest case no charge,0,,,,0,,,,
1903,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1904,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
1905,Male,Other,(F1),Robbery / Weapon,0,,,,0,,,,
1906,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1907,Male,African-American,(F3),arrest case no charge,1,1,(M1),Opert With Susp DL 2nd Offens,0,,,,
1908,Male,Caucasian,(M1),Battery,1,1,(M1),Tresspass in Struct/Convey Occupy,0,,,,
1909,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1910,Male,Caucasian,(F3),Felony Battery (Dom Strang),1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1911,Male,African-American,(M2),Assault,0,,,,0,,,,
1912,Female,African-American,(M1),Battery,0,,,,0,,,,
1913,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1914,Male,African-American,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
1915,Male,African-American,(F3),Tampering With Physical Evidence,1,2,(F1),Deliver Cocaine 1000FT School,0,,,,
1916,Female,Caucasian,(F3),Battery Emergency Care Provide,0,,,,0,,,,
1917,Male,Caucasian,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
1918,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1919,Female,Caucasian,(F3),Child Abuse,1,1,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,
1920,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
1921,Female,African-American,(F3),Possession of Cocaine,1,1,(M2),Driving License Suspended,0,,,,
1922,Male,African-American,(F3),False Imprisonment,0,,,,0,,,,
1923,Male,Caucasian,(M2),Petit Theft,1,4,(M1),Viol Pretrial Release Dom Viol,0,,,,
1924,Male,African-American,(F2),Burglary Unoccupied Dwelling,1,2,(F3),False Imprisonment,1,,15008251CF10A,(M1),Battery
1925,Male,Other,(M1),Battery,0,,,,0,,,,
1926,Female,Caucasian,(M1),DUI - Enhanced,0,,,,0,,,,
1927,Male,African-American,(F3),arrest case no charge,1,2,(M2),Susp Drivers Lic 1st Offense,0,,,,
1928,Male,Hispanic,(F3),Possession Of Alprazolam,0,,,,0,,,,
1929,Male,Hispanic,(M2),Petit Theft,1,4,(M1),Unlaw Use False Name/Identity,0,,,,
1930,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1931,Male,Caucasian,(M1),Possession of Cannabis,0,,,,0,,,,
1933,Male,African-American,(F3),Possession of Ethylone,0,,,,0,,,,
1934,Female,Caucasian,(M1),Battery,0,,,,0,,,,
1935,Male,Hispanic,(M1),Battery,0,,,,0,,,,
1936,Male,African-American,(M1),Battery,0,,,,0,,,,
1937,Male,Other,(M1),Battery,0,,,,0,,,,
1938,Female,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
1939,Male,Caucasian,(F3),Obstruct Fire Equipment,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1940,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
1941,Male,African-American,(M1),DUI Property Damage/Injury,0,,,,0,,,,
1942,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1943,Male,African-American,(F3),Possession Burglary Tools,1,2,(F3),Grand Theft in the 3rd Degree,0,,,,
1944,Male,African-American,(F7),Burglary Dwelling Assault/Batt,0,,,,0,,,,
1946,Male,African-American,(F3),False Ownership Info/Pawn Item,0,,,,0,,,,
1947,Male,Caucasian,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
1948,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
1949,Male,Hispanic,(F3),arrest case no charge,0,,,,0,,,,
1950,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
1952,Male,African-American,(M2),Culpable Negligence,0,,,,0,,,,
1953,Male,Other,(F3),Aggravated Assault W/Dead Weap,1,2,(M1),DUI Property Damage/Injury,0,,,,
1954,Male,Caucasian,(M1),Battery,1,1,(F3),Possession of Cocaine,0,,,,
1955,Male,Hispanic,(F3),Aggravated Assault W/dead Weap,0,,,,0,,,,
1956,Male,Hispanic,(M1),Battery,1,1,(M1),Viol Pretrial Release Dom Viol,0,,,,
1957,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1958,Male,African-American,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
1959,Male,African-American,(F7),arrest case no charge,0,,,,0,,,,
1961,Male,Caucasian,(F3),arrest case no charge,1,1,(F3),Possession of Cannabis,0,,,,
1963,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1964,Male,African-American,(F3),Grand Theft Dwell Property,0,,,,0,,,,
1965,Female,African-American,(F3),Poss Pyrrolidinovalerophenone,1,2,(F3),Introduce Contraband Into Jail,1,,15001313CF10A,(F1),Robbery W/Firearm
1966,Male,Hispanic,(F3),Possession of Cocaine,0,,,,0,,,,
1967,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
1968,Male,Other,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
1969,Male,Hispanic,(F7),Burglary Conveyance Assault/Bat,0,,,,0,,,,
1970,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1971,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
1972,Male,Caucasian,(M1),Battery,0,,,,0,,,,
1973,Male,Caucasian,(F3),Conspiracy Dealing Stolen Prop,0,,,,0,,,,
1974,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
1975,Male,Asian,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
1976,Male,Caucasian,(F3),Deliver Cannabis,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
1977,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,0,,,,0,,,,
1978,Female,African-American,(F3),Child Abuse,0,,,,0,,,,
1979,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
1980,Male,African-American,(F3),Possession of Cannabis,0,,,,0,,,,
1982,Male,Asian,(M1),Battery,0,,,,0,,,,
1983,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
